project_id;proj_name;prof_pk;volgnr;prof_ids;prof_wpeil;prof_opm;prof_hpeil;prof_lpeil;prof_rpeil;code;sub_code;tekencode;afstand;afst_afw;afst_bron;bk;bk_eenheid;bk_afw;bk_bron;ok;ok_eenheid;ok_afw;ok_bron;opm;_bk_wp;_bk_nap;_ok_nap;_ok_wp;fotos;datumtijd;method;stok_len;l1_len;gps_rd_x;gps_rd_y;gps_rd_z;gps_wgs_x;gps_wgs_y;gps_wgs_z;gps_h_afw;gps_z_afw;epsg;gps_z_nap_pole;last_modified
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;1;17#i0;-0.39;;-0.39;-0.4;-0.41;1;;78;-0.071;0.02;gps;-0.13;mNAP;0.02;gps;;mNAP;;;;-26;-0.13;;;;2020-03-13T10:57:34.116Z;;2.0;0.07006;126014.142;486924.76;1.9378131406210093;4.96159847;52.36943760166667;44.888;0.01;0.02;4326.0;-0.13224685937899072;2020-03-13T10:57:34.116Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;2;17#i0;-0.39;;-0.39;-0.4;-0.41;22L;;;0.0;0.02;gps;-0.4;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T10:57:14.203Z;;2.0;0.07006;126014.071;486924.757;1.6698128655361364;4.961597425000001;52.369437575;44.62;0.01;0.02;4326.0;-0.4002471344638636;2020-03-13T10:57:14.203Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;3;17#i0;-0.39;;-0.39;-0.4;-0.41;99;5;;0.1;;manual;12.0;cm tov WP;;manual;15.0;cm tov WP;;manual;;12.0;-0.51;-0.54;15.0;;2020-03-13T10:58:10.700Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:10.700Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;4;17#i0;-0.39;;-0.39;-0.4;-0.41;99;5;;0.5;;manual;44.0;cm tov WP;;manual;65.0;cm tov WP;;manual;;44.0;-0.8300000000000001;-1.04;65.0;;2020-03-13T10:58:15.463Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:15.463Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;5;17#i0;-0.39;;-0.39;-0.4;-0.41;99;5;;1.0;;manual;44.0;cm tov WP;;manual;88.0;cm tov WP;;manual;;44.0;-0.8300000000000001;-1.27;88.0;;2020-03-13T10:58:26.456Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:26.456Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;6;17#i0;-0.39;;-0.39;-0.4;-0.41;99;5;;1.5;;manual;42.0;cm tov WP;;manual;93.0;cm tov WP;;manual;;42.0;-0.81;-1.32;93.0;;2020-03-13T10:58:32.647Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:32.647Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;7;17#i0;-0.39;;-0.39;-0.4;-0.41;99;7;;2.0;;manual;42.0;cm tov WP;;manual;95.0;cm tov WP;;manual;;42.0;-0.81;-1.3399999999999999;95.0;;2020-03-13T10:58:42.308Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:42.308Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;8;17#i0;-0.39;;-0.39;-0.4;-0.41;99;6;;2.5;;manual;40.0;cm tov WP;;manual;80.0;cm tov WP;;manual;;40.0;-0.79;-1.19;80.0;;2020-03-13T10:58:54.868Z;;;;;;;;;;;;4326.0;;2020-03-13T10:58:54.868Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;9;17#i0;-0.39;;-0.39;-0.4;-0.41;99;6;;3.0;;manual;35.0;cm tov WP;;manual;59.0;cm tov WP;;manual;;35.0;-0.74;-0.98;59.0;;2020-03-13T10:59:05.341Z;;;;;;;;;;;;4326.0;;2020-03-13T10:59:05.341Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;10;17#i0;-0.39;;-0.39;-0.4;-0.41;99;6;;3.5;;manual;23.0;cm tov WP;;manual;35.0;cm tov WP;;manual;;23.0;-0.62;-0.74;35.0;;2020-03-13T10:59:18.825Z;;;;;;;;;;;;4326.0;;2020-03-13T10:59:18.825Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;11;17#i0;-0.39;;-0.39;-0.4;-0.41;99;6;;3.8;;manual;10.0;cm tov WP;;manual;12.0;cm tov WP;;manual;;10.0;-0.49;-0.51;12.0;;2020-03-13T10:59:24.960Z;;;;;;;;;;;;4326.0;;2020-03-13T10:59:24.960Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;12;17#i0;-0.39;;-0.39;-0.4;-0.41;22R;;;3.9;0.01;gps;-0.41;mNAP;0.01;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T10:59:43.247Z;;2.0;0.07006;126010.313;486924.747;1.6618000943596405;4.961542258333334;52.36943728333334;44.612;0.01;0.01;4326.0;-0.4082599056403595;2020-03-13T10:59:43.247Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;13;17#i0;-0.39;;-0.39;-0.4;-0.41;2;;78;4.129;0.02;gps;-0.04;mNAP;0.02;gps;;mNAP;;;;-35;-0.04;;;;2020-03-13T11:00:03.192Z;;2.0;0.07006;126010.09;486924.793;2.0298000010565707;4.961538968333333;52.36943769166666;44.98;0.01;0.02;4326.0;-0.04025999894342934;2020-03-13T11:00:03.192Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;7;14;17#i0;-0.39;;-0.39;-0.4;-0.41;2;2;78;4.319;0.02;gps;0.09;mNAP;0.02;gps;;mNAP;;;;-48;0.09;;;;2020-03-13T11:00:09.310Z;;2.0;0.07006;126009.911;486924.629;2.161797080816398;4.9615363666666665;52.369436201666666;45.112;0.01;0.02;4326.0;0.09173708081639799;2020-03-13T11:00:09.310Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;0;18#i0;-0.39;;-0.39;-0.41;-0.41;1;1;78;-0.431;0.01;gps;0.15;mNAP;0.01;gps;;mNAP;;;Berm opgehoogd op oorspronkelijke maaiveld;-54;0.15;;;1584097488740.jpg;2020-03-13T11:03:32.417Z;;2.0;0.07006;126015.036;486874.67;2.2201103082942373;4.9616159233333335;52.36898747333333;45.171;0.01;0.01;4326.0;0.15005030829423727;2020-03-13T11:05:04.373Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;1;18#i0;-0.39;;-0.39;-0.41;-0.41;1;;78;-0.082;0.01;gps;-0.24;mNAP;0.01;gps;;mNAP;;;;-15;-0.24;;;;2020-03-13T11:02:44.664Z;;2.0;0.07006;126014.665;486874.785;1.8281106843797152;4.961610465;52.368988486666666;44.779;0.01;0.01;4326.0;-0.24194931562028477;2020-03-13T11:02:44.664Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;2;18#i0;-0.39;;-0.39;-0.41;-0.41;22L;;;0.0;0.01;gps;-0.41;mNAP;0.01;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:02:33.242Z;;2.0;0.07006;126014.609;486874.724;1.6551096444194888;4.961609648333334;52.368987940000004;44.606;0.01;0.01;4326.0;-0.4149503555805112;2020-03-13T11:02:33.242Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;3;18#i0;-0.39;;-0.39;-0.41;-0.41;99;5;;0.1;;manual;3.0;cm tov WP;;manual;5.0;cm tov WP;;manual;;3.0;-0.42000000000000004;-0.44;5.0;;2020-03-13T11:07:20.174Z;;;;;;;;;;;;4326.0;;2020-03-13T11:07:20.174Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;4;18#i0;-0.39;;-0.39;-0.41;-0.41;99;5;;0.5;;manual;8.0;cm tov WP;;manual;20.0;cm tov WP;;manual;;8.0;-0.47000000000000003;-0.5900000000000001;20.0;;2020-03-13T11:07:24.212Z;;;;;;;;;;;;4326.0;;2020-03-13T11:07:24.212Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;5;18#i0;-0.39;;-0.39;-0.41;-0.41;99;5;;1.0;;manual;41.0;cm tov WP;;manual;65.0;cm tov WP;;manual;;41.0;-0.8;-1.04;65.0;;2020-03-13T11:07:30.603Z;;;;;;;;;;;;4326.0;;2020-03-13T11:07:30.603Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;6;18#i0;-0.39;;-0.39;-0.41;-0.41;99;5;;1.5;;manual;40.0;cm tov WP;;manual;92.0;cm tov WP;;manual;;40.0;-0.79;-1.31;92.0;;2020-03-13T11:07:46.824Z;;;;;;;;;;;;4326.0;;2020-03-13T11:07:46.824Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;7;18#i0;-0.39;;-0.39;-0.41;-0.41;99;7;;2.0;;manual;37.0;cm tov WP;;manual;91.0;cm tov WP;;manual;;37.0;-0.76;-1.3;91.0;;2020-03-13T11:07:57.074Z;;;;;;;;;;;;4326.0;;2020-03-13T11:07:57.074Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;8;18#i0;-0.39;;-0.39;-0.41;-0.41;99;6;;2.5;;manual;26.0;cm tov WP;;manual;85.0;cm tov WP;;manual;;26.0;-0.65;-1.24;85.0;;2020-03-13T11:08:12.704Z;;;;;;;;;;;;4326.0;;2020-03-13T11:08:12.704Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;9;18#i0;-0.39;;-0.39;-0.41;-0.41;99;6;;3.0;;manual;18.0;cm tov WP;;manual;51.0;cm tov WP;;manual;;18.0;-0.5700000000000001;-0.9;51.0;;2020-03-13T11:08:19.737Z;;;;;;;;;;;;4326.0;;2020-03-13T11:08:19.737Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;10;18#i0;-0.39;;-0.39;-0.41;-0.41;99;6;200;3.4;;manual;8.0;cm tov WP;;manual;11.0;cm tov WP;;manual;;8.0;-0.47000000000000003;-0.5;11.0;;2020-03-13T11:08:39.899Z;;;;;;;;;;;;4326.0;;2020-03-13T11:08:39.899Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;11;18#i0;-0.39;;-0.39;-0.41;-0.41;22R;;200;3.5;0.02;gps;-0.41;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:05:57.509Z;;2.0;0.07006;126011.106;486874.495;1.6570946780789262;4.96155823;52.36898569666667;44.608;0.01;0.02;4326.0;-0.4129653219210738;2020-03-13T11:05:57.509Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;12;18#i0;-0.39;;-0.39;-0.41;-0.41;2;;200;3.817;0.02;gps;-0.21;mNAP;0.02;gps;;mNAP;;;;-18;-0.21;;;;2020-03-13T11:06:38.773Z;;2.0;0.07006;126010.79;486874.469;1.855093245619499;4.961553593333333;52.36898544166667;44.806;0.01;0.02;4326.0;-0.21496675438050095;2020-03-13T11:06:38.773Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;16;13;18#i0;-0.39;;-0.39;-0.41;-0.41;2;2;200;5.173;0.02;gps;0.52;mNAP;0.02;gps;;mNAP;;;;-91;0.52;;;;2020-03-13T11:06:56.819Z;;2.0;0.07006;126009.433;486874.534;2.5930896224725037;4.961533663333334;52.368985959999996;45.544;0.01;0.02;4326.0;0.5230296224725037;2020-03-13T11:06:56.820Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;0;19#i0;-0.39;;;-0.4;-0.41;1;1;200;-1.222;0.02;gps;0.69;mNAP;0.02;gps;;mNAP;;;;-108;0.69;;;;2020-03-13T11:12:59.528Z;;2.0;0.07006;125979.98;486848.694;2.757626887991875;4.961103453333333;52.368752165;45.709;0.01;0.02;4326.0;0.6875668879918748;2020-03-13T11:12:59.528Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;1;19#i0;-0.39;;;-0.4;-0.41;1;;200;-0.657;0.02;gps;0.44;mNAP;0.02;gps;;mNAP;;;;-83;0.44;;;;2020-03-13T11:13:14.147Z;;2.0;0.07006;125980.152;486849.275;2.514635648206144;4.961105916666667;52.36875739833334;45.466;0.01;0.02;4326.0;0.44457564820614404;2020-03-13T11:13:14.147Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;2;19#i0;-0.39;;;-0.4;-0.41;22L;;200;0.0;0.02;gps;-0.4;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:13:43.729Z;;2.0;0.07006;125980.007;486849.916;1.6736441868712566;4.961103735;52.36876314999999;44.625;0.01;0.02;4326.0;-0.3964158131287434;2020-03-13T11:13:43.729Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;3;19#i0;-0.39;;;-0.4;-0.41;99;5;200;0.1;;manual;8.0;cm tov WP;;manual;11.0;cm tov WP;;manual;;8.0;-0.47000000000000003;-0.5;11.0;;2020-03-13T11:15:29.002Z;;;;;;;;;;;;4326.0;;2020-03-13T11:15:29.002Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;4;19#i0;-0.39;;;-0.4;-0.41;99;5;200;0.5;;manual;38.0;cm tov WP;;manual;52.0;cm tov WP;;manual;;38.0;-0.77;-0.91;52.0;;2020-03-13T11:15:23.346Z;;;;;;;;;;;;4326.0;;2020-03-13T11:15:23.346Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;5;19#i0;-0.39;;;-0.4;-0.41;99;5;;1.0;;manual;41.0;cm tov WP;;manual;92.0;cm tov WP;;manual;;41.0;-0.8;-1.31;92.0;;2020-03-13T11:15:12.107Z;;;;;;;;;;;;4326.0;;2020-03-13T11:15:12.107Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;6;19#i0;-0.39;;;-0.4;-0.41;99;5;;1.5;;manual;38.0;cm tov WP;;manual;117.0;cm tov WP;;manual;;38.0;-0.77;-1.56;117.0;;2020-03-13T11:15:01.051Z;;;;;;;;;;;;4326.0;;2020-03-13T11:17:08.250Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;7;19#i0;-0.39;;;-0.4;-0.41;99;7;;2.0;;manual;41.0;cm tov WP;;manual;112.0;cm tov WP;;manual;;41.0;-0.8;-1.5100000000000002;112.0;;2020-03-13T11:14:51.942Z;;;;;;;;;;;;4326.0;;2020-03-13T11:14:51.942Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;8;19#i0;-0.39;;;-0.4;-0.41;99;6;;2.5;;manual;43.0;cm tov WP;;manual;84.0;cm tov WP;;manual;;43.0;-0.8200000000000001;-1.23;84.0;;2020-03-13T11:14:44.734Z;;;;;;;;;;;;4326.0;;2020-03-13T11:14:44.734Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;9;19#i0;-0.39;;;-0.4;-0.41;99;6;;3.0;;manual;35.0;cm tov WP;;manual;58.0;cm tov WP;;manual;;35.0;-0.74;-0.97;58.0;;2020-03-13T11:14:38.284Z;;;;;;;;;;;;4326.0;;2020-03-13T11:14:38.284Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;10;19#i0;-0.39;;;-0.4;-0.41;99;6;;3.5;;manual;32.0;cm tov WP;;manual;43.0;cm tov WP;;manual;;32.0;-0.71;-0.8200000000000001;43.0;;2020-03-13T11:14:31.469Z;;;;;;;;;;;;4326.0;;2020-03-13T11:14:31.469Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;11;19#i0;-0.39;;;-0.4;-0.41;99;6;;3.9;;manual;12.0;cm tov WP;;manual;15.0;cm tov WP;;manual;;12.0;-0.51;-0.54;15.0;;2020-03-13T11:14:22.516Z;;;;;;;;;;;;4326.0;;2020-03-13T11:14:22.516Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;12;19#i0;-0.39;;;-0.4;-0.41;22R;;200;4.0;0.02;gps;-0.41;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:15:50.908Z;;2.0;0.07006;125979.477;486853.893;1.6626984250794115;4.961095616666666;52.36879887;44.614;0.01;0.02;4326.0;-0.40736157492058855;2020-03-13T11:15:50.908Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;13;19#i0;-0.39;;;-0.4;-0.41;2;;78;4.273;0.02;gps;-0.26;mNAP;0.02;gps;;mNAP;;;;-13;-0.26;;;;2020-03-13T11:16:07.166Z;;2.0;0.07006;125979.523;486854.162;1.8077023678504238;4.96109627;52.36880128999999;44.759;0.01;0.02;4326.0;-0.2623576321495762;2020-03-13T11:16:07.166Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;12;14;19#i0;-0.39;;;-0.4;-0.41;2;2;78;4.537;0.02;gps;-0.03;mNAP;0.02;gps;;mNAP;;;;-36;-0.03;;;;2020-03-13T11:16:12.228Z;;2.0;0.07006;125979.461;486854.43;2.040705933498926;4.9610953250000005;52.36880369666666;44.992;0.01;0.02;4326.0;-0.029354066501073847;2020-03-13T11:16:12.228Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;0;2#i0;-0.39;;-0.39;-0.38;-0.32;1;1;200;-2.253;0.02;gps;0.78;mNAP;0.02;gps;;mNAP;;;;-117;0.78;;;;2020-03-13T09:18:26.267Z;;2.0;0.07006;126173.725;487043.999;2.85303067539646;4.963931355;52.370517645;45.801;0.01;0.02;4326.0;0.78297067539646;2020-03-13T09:18:26.267Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;1;2#i0;-0.39;;-0.39;-0.38;-0.32;1;;200;-0.794;0.01;gps;0.33;mNAP;0.01;gps;;mNAP;;;;-72;0.33;;;;2020-03-13T09:18:13.079Z;;2.0;0.07006;126172.257;487044.224;2.3970289468374295;4.963909791666667;52.37051959166667;45.345;0.01;0.01;4326.0;0.3269689468374295;2020-03-13T09:18:13.079Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;2;2#i0;-0.39;;-0.39;-0.38;-0.32;1;;200;-0.226;0.01;gps;-0.12;mNAP;0.01;gps;;mNAP;;;;-27;-0.12;;;;2020-03-13T09:17:54.222Z;;2.0;0.07006;126171.696;487044.139;1.9540258708295957;4.96390156;52.370518800000006;44.902;0.01;0.01;4326.0;-0.11603412917040433;2020-03-13T09:17:54.222Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;3;2#i0;-0.39;;-0.39;-0.38;-0.32;22L;;200;0.0;0.01;gps;-0.38;mNAP;0.01;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T09:17:36.298Z;;2.0;0.07006;126171.474;487044.1;1.6930245727327309;4.963898293333333;52.370518436666664;44.641;0.01;0.01;4326.0;-0.37703542726726913;2020-03-13T09:17:36.298Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;4;2#i0;-0.39;;-0.39;-0.38;-0.32;99;5;200;0.1;;manual;5.0;cm tov WP;;manual;5.0;cm tov WP;;manual;;5.0;-0.44;-0.44;5.0;;2020-03-13T09:17:05.661Z;;;;;;;;;;;;4326.0;;2020-03-13T09:17:05.661Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;5;2#i0;-0.39;;-0.39;-0.38;-0.32;99;5;;0.5;;manual;30.0;cm tov WP;;manual;45.0;cm tov WP;;manual;;30.0;-0.69;-0.8400000000000001;45.0;;2020-03-13T09:16:56.676Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:56.676Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;6;2#i0;-0.39;;-0.39;-0.38;-0.32;99;5;;1.0;;manual;35.0;cm tov WP;;manual;73.0;cm tov WP;;manual;;35.0;-0.74;-1.12;73.0;;2020-03-13T09:16:50.793Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:50.793Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;7;2#i0;-0.39;;-0.39;-0.38;-0.32;99;7;;1.5;;manual;38.0;cm tov WP;;manual;73.0;cm tov WP;;manual;;38.0;-0.77;-1.12;73.0;;2020-03-13T09:16:44.381Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:44.381Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;8;2#i0;-0.39;;-0.39;-0.38;-0.32;99;6;;2.0;;manual;37.0;cm tov WP;;manual;67.0;cm tov WP;;manual;;37.0;-0.76;-1.06;67.0;;2020-03-13T09:16:37.688Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:37.688Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;9;2#i0;-0.39;;-0.39;-0.38;-0.32;99;6;;2.5;;manual;32.0;cm tov WP;;manual;50.0;cm tov WP;;manual;;32.0;-0.71;-0.89;50.0;;2020-03-13T09:16:30.821Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:30.821Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;10;2#i0;-0.39;;-0.39;-0.38;-0.32;99;6;;2.8;;manual;23.0;cm tov WP;;manual;28.0;cm tov WP;;manual;;23.0;-0.62;-0.67;28.0;;2020-03-13T09:16:25.985Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:25.985Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;11;2#i0;-0.39;;-0.39;-0.38;-0.32;99;6;;3.1;;manual;2.0;cm tov WP;;manual;5.0;cm tov WP;;manual;;2.0;-0.41000000000000003;-0.44;5.0;;2020-03-13T09:16:13.923Z;;;;;;;;;;;;4326.0;;2020-03-13T09:16:13.923Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;12;2#i0;-0.39;;-0.39;-0.38;-0.32;22R;;;3.2;0.02;gps;-0.32;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T09:15:00.258Z;;2.0;0.07006;126168.442;487044.219;1.7490161038638723;4.963853768333333;52.370519345000005;44.697;0.01;0.02;4326.0;-0.3210438961361277;2020-03-13T09:15:00.258Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;13;2#i0;-0.39;;-0.39;-0.38;-0.32;2;;78;3.27;0.02;gps;-0.03;mNAP;0.02;gps;;mNAP;;;;-36;-0.03;;;;2020-03-13T09:15:18.122Z;;2.0;0.07006;126168.373;487044.208;2.0440157177864497;4.963852751666667;52.370519243333334;44.992;0.01;0.02;4326.0;-0.02604428221355025;2020-03-13T09:15:18.122Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;14;2#i0;-0.39;;-0.39;-0.38;-0.32;2;;78;3.426;0.02;gps;0.22;mNAP;0.02;gps;;mNAP;;;;-61;0.22;;;;2020-03-13T09:15:24.114Z;;2.0;0.07006;126168.241;487044.115;2.286013961568478;4.963850823333333;52.37051840000001;45.234;0.01;0.02;4326.0;0.2159539615684778;2020-03-13T09:15:24.114Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;3;15;2#i0;-0.39;;-0.39;-0.38;-0.32;2;2;78;3.617;0.02;gps;0.26;mNAP;0.02;gps;;mNAP;;;;-65;0.26;;;;2020-03-13T09:15:28.894Z;;2.0;0.07006;126168.029;487044.158;2.3320138678564737;4.963847711666666;52.370518780000005;45.28;0.01;0.02;4326.0;0.2619538678564737;2020-03-13T09:15:28.894Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;0;20#i0;-0.39;;-0.39;-0.39;-0.31;1;1;78;-1.364;0.03;gps;0.79;mNAP;0.03;gps;;mNAP;;;;-118;0.79;;;;2020-03-13T11:20:21.334Z;;2.0;0.07006;125921.912;486864.71;2.8596571279139473;4.960249485;52.36889304333334;45.811;0.02;0.03;4326.0;0.7895971279139473;2020-03-13T11:20:21.334Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;1;20#i0;-0.39;;-0.39;-0.39;-0.31;1;;78;-0.383;0.03;gps;0.13;mNAP;0.03;gps;;mNAP;;;;-52;0.13;;;;2020-03-13T11:20:29.446Z;;2.0;0.07006;125920.857;486864.469;2.195650174283343;4.9602340116666666;52.36889081833333;45.147;0.02;0.03;4326.0;0.12559017428334296;2020-03-13T11:20:29.446Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;2;20#i0;-0.39;;-0.39;-0.39;-0.31;22L;;78;0.0;0.02;gps;-0.39;mNAP;0.02;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:20:39.693Z;;2.0;0.07006;125920.678;486864.131;1.6776448096817367;4.960231411666667;52.36888776833333;44.629;0.01;0.02;4326.0;-0.39241519031826333;2020-03-13T11:20:39.693Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;3;20#i0;-0.39;;-0.39;-0.39;-0.31;99;5;;0.1;;manual;5.0;cm tov WP;;manual;21.0;cm tov WP;;manual;;5.0;-0.44;-0.6;21.0;;2020-03-13T11:21:07.466Z;;;;;;;;;;;;4326.0;;2020-03-13T11:21:07.466Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;4;20#i0;-0.39;;-0.39;-0.39;-0.31;99;5;;0.5;;manual;25.0;cm tov WP;;manual;53.0;cm tov WP;;manual;;25.0;-0.64;-0.92;53.0;;2020-03-13T11:21:13.096Z;;;;;;;;;;;;4326.0;;2020-03-13T11:21:13.096Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;5;20#i0;-0.39;;-0.39;-0.39;-0.31;99;5;;1.0;;manual;50.0;cm tov WP;;manual;92.0;cm tov WP;;manual;;50.0;-0.89;-1.31;92.0;;2020-03-13T11:21:29.700Z;;;;;;;;;;;;4326.0;;2020-03-13T11:21:29.700Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;6;20#i0;-0.39;;-0.39;-0.39;-0.31;99;5;;1.5;;manual;58.0;cm tov WP;;manual;122.0;cm tov WP;;manual;;58.0;-0.97;-1.6099999999999999;122.0;;2020-03-13T11:21:41.342Z;;;;;;;;;;;;4326.0;;2020-03-13T11:21:41.342Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;7;20#i0;-0.39;;-0.39;-0.39;-0.31;99;7;;2.0;;manual;58.0;cm tov WP;;manual;129.0;cm tov WP;;manual;;58.0;-0.97;-1.6800000000000002;129.0;;2020-03-13T11:21:51.692Z;;;;;;;;;;;;4326.0;;2020-03-13T11:21:51.692Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;8;20#i0;-0.39;;-0.39;-0.39;-0.31;99;6;;2.5;;manual;50.0;cm tov WP;;manual;115.0;cm tov WP;;manual;;50.0;-0.89;-1.54;115.0;;2020-03-13T11:22:49.495Z;;;;;;;;;;;;4326.0;;2020-03-13T11:22:49.495Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;9;20#i0;-0.39;;-0.39;-0.39;-0.31;99;6;;3.0;;manual;48.0;cm tov WP;;manual;93.0;cm tov WP;;manual;;48.0;-0.87;-1.32;93.0;;2020-03-13T11:22:58.288Z;;;;;;;;;;;;4326.0;;2020-03-13T11:22:58.288Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;10;20#i0;-0.39;;-0.39;-0.39;-0.31;99;6;;3.5;;manual;35.0;cm tov WP;;manual;46.0;cm tov WP;;manual;;35.0;-0.74;-0.8500000000000001;46.0;;2020-03-13T11:23:17.859Z;;;;;;;;;;;;4326.0;;2020-03-13T11:23:17.859Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;11;20#i0;-0.39;;-0.39;-0.39;-0.31;99;6;;3.8;;manual;18.0;cm tov WP;;manual;22.0;cm tov WP;;manual;;18.0;-0.5700000000000001;-0.61;22.0;;2020-03-13T11:23:29.151Z;;;;;;;;;;;;4326.0;;2020-03-13T11:23:29.151Z
TI20072;Prio 1- 1 W7610-3 Zeeburg;8;12;20#i0;-0.39;;-0.39;-0.39;-0.31;22R;;;3.9;0.13;gps;-0.31;mNAP;0.13;gps;;mNAP;;;;0;-0.39;-0.39;0;;2020-03-13T11:23:43.752Z;;2.0;0.07006;125917.488;486863.16;1.7586203882817406;4.960184663333334;52.368878869999996;44.71;0.04;0.13;4326.0;-0.3114396117182594;2020-03-13T11:23:43.752Z
